Orden,Linea Colectivo,Ramal,Nº Camara,Ciudad,Latitud,Longitud,Direccion
440,720,,226,Mar del Plata,-57.6138226,-38.0089183,"Avenida Presidente Perón & Soler, Mar del Plata, Provincia de Buenos Aires, Argentina"
441,720,,215,Mar del Plata,-57.6114098,-38.0081252,"Rosales 9800 , Mar del Plata, Provincia de Buenos Aires, Argentina"
442,720,,77,Mar del Plata,-57.6084355,-38.0065073,"Avenida Vertiz & Ruta Provincial 88, Mar del Plata, Provincia de Buenos Aires, Argentina"
443,720,,116,Mar del Plata,-57.6004918,-38.002141,"Ruta Provincial 88 & 12 de Octubre, Mar del Plata, Provincia de Buenos Aires, Argentina"
444,720,,122,Mar del Plata,-57.5979268,-37.9993052,"Avenida Centenario, Mar del Plata, Provincia de Buenos Aires, Argentina"
445,720,,44,Mar del Plata,-57.5923995,-38.0029781,"Avenida Juan B. Justo & Reforma Universitaria, Mar del Plata, Provincia de Buenos Aires, Argentina"
446,720,,145,Mar del Plata,-57.5871294,-38.0069555,"Avenida Juan B. Justo & Avenida Juan Héctor Jara, Mar del Plata, Provincia de Buenos Aires, Argentina"
447,720,,465,Mar del Plata,-57.5835032,-38.00974,"Avenida Juan B. Justo & Italia, Mar del Plata, Provincia de Buenos Aires, Argentina"
448,720,,144,Mar del Plata,-57.5800793,-38.0123217,"Avenida Juan B. Justo & San Juan, Mar del Plata, Provincia de Buenos Aires, Argentina"
449,720,,45,Mar del Plata,-57.5767165,-38.0148128,"Avenida Juan B. Justo & Américo Raúl Canosa, Mar del Plata, Provincia de Buenos Aires, Argentina"
450,720,,46,Mar del Plata,-57.5739063,-38.0169489,"Avenida Juan B. Justo & España, Mar del Plata, Provincia de Buenos Aires, Argentina"
451,720,,702,Mar del Plata,-57.5711611,-38.0188999,"Avenida Juan B. Justo & Avenida Independencia, Mar del Plata, Provincia de Buenos Aires, Argentina"
452,720,,67,Mar del Plata,-57.5690794,-38.0163618,"Avenida Independencia & Avenida Juan José Paso, Mar del Plata, Provincia de Buenos Aires, Argentina"
453,720,,479,Mar del Plata,-57.5665124,-38.0131404,"Avenida Independencia & Matheu, Mar del Plata, Provincia de Buenos Aires, Argentina"
454,720,,476,Mar del Plata,-57.5639469,-38.0099586,"Avenida Independencia & Rodríguez Peña, Mar del Plata, Provincia de Buenos Aires, Argentina"
455,720,,477,Mar del Plata,-57.5613468,-38.0067858,"Avenida Independencia & Alvarado, Mar del Plata, Provincia de Buenos Aires, Argentina"
456,720,,478,Mar del Plata,-57.5588173,-38.0036344,"Avenida Independencia & Alberti, Mar del Plata, Provincia de Buenos Aires, Argentina"
457,720,,700,Mar del Plata,-57.5562156,-38.0003923,"Avenida Colon y Avenida Independencia, Mar del Plata, Provincia de Buenos Aires, Argentina"
458,720,,581,Mar del Plata,-57.5542638,-37.9979617,"Avenida Independencia & Belgrano, Mar del Plata, Provincia de Buenos Aires, Argentina"
459,720,,596,Mar del Plata,-57.5522649,-37.9955452,"Avenida Independencia & Avenida Pedro Luro, Mar del Plata, Provincia de Buenos Aires, Argentina"
460,720,,56,Mar del Plata,-57.5512087,-37.9960776,"Avenida Pedro Luro & Catamarca, Mar del Plata, Provincia de Buenos Aires, Argentina"
461,720,,57,Mar del Plata,-57.5491867,-37.9970932,"Avenida Pedro Luro & Hipólito Yrigoyen, Mar del Plata, Provincia de Buenos Aires, Argentina"
462,720,,85,Mar del Plata,-57.5470348,-37.9978925,"Diagonal Alberdi Sur & San Luis, Mar del Plata, Provincia de Buenos Aires, Argentina"
463,720,,705,Mar del Plata,-57.5415961,-38.0009489,"Avenida Pedro Luro & Buenos Aires, Mar del Plata, Provincia de Buenos Aires, Argentina"
464,720,,80,Mar del Plata,-57.5431804,-38.0035742,"Buenos Aires 1900, Mar del Plata, Provincia de Buenos Aires, Argentina"
465,720,,571,Mar del Plata,-57.5477932,-38.0092309,"Alberti & Buenos Aires, Mar del Plata, Provincia de Buenos Aires, Argentina"
466,720,,457,Mar del Plata,-57.5450599,-38.0128302,"Garay & Las Heras, Mar del Plata, Provincia de Buenos Aires, Argentina"
467,501,Santa Rosa C,645,Mar del Plata,-57.5924649,-38.0864300,"Avenida Jorge Newbery & Calle 429, Mar del Plata, Provincia de Buenos Aires, Argentina"
468,501,Santa Rosa C,636,Mar del Plata,-57.5836678,-38.095019,"Calle 431 & Calle 18, Mar del Plata, Provincia de Buenos Aires, Argentina"
469,501,Santa Rosa C,492,Mar del Plata,-57.5839977,-38.1113840,"Ruta Provincial 11 & Calle 461, Mar del Plata, Provincia de Buenos Aires, Argentina"
470,501,Santa Rosa C,637,Mar del Plata,-57.5942134,-38.1037640,"Calle 461 & Calle 18, Mar del Plata, Provincia de Buenos Aires, Argentina"
471,501,Santa Rosa C,638,Mar del Plata,-57.6040382,-38.0963400,"Avenida Jorge Newbery & Calle 461, Mar del Plata, Provincia de Buenos Aires, Argentina"
472,501,Santa Rosa A,123,Mar del Plata,-57.6081559,-37.9910770,"Avenida Juan B. Justo & Avenida Doctor Arturo Alió, Mar del Plata, Provincia de Buenos Aires, Argentina"
473,501,Santa Rosa A,623,Mar del Plata,-57.6063614,-37.9924350,"Avenida Juan B. Justo & Etchegaray, Mar del Plata, Provincia de Buenos Aires, Argentina"
474,501,Santa Rosa A,47,Mar del Plata,-57.6028352,-37.9950970,"Avenida Juan B. Justo & Fernández J. N. , Mar del Plata, Provincia de Buenos Aires, Argentina"
475,501,Santa Rosa A,622,Mar del Plata,-57.6010993,-37.9964010,"Avenida Juan B. Justo & Tres Arroyos, Mar del Plata, Provincia de Buenos Aires, Argentina"
476,501,Santa Rosa A,122,Mar del Plata,-57.5979268,-37.999305,"Avenida Centenario, Mar del Plata, Provincia de Buenos Aires, Argentina"
477,501,Santa Rosa A,116,Mar del Plata,-57.6004918,-38.002141,"Ruta Provincial 88 & 12 de Octubre, Mar del Plata, Provincia de Buenos Aires, Argentina"
478,501,Santa Rosa A,471,Mar del Plata,-57.6040867,-38.007204,"Intendente Vignolo & Guanahani,, Mar del Plata, Provincia de Buenos Aires, Argentina"
479,501,Santa Rosa A,633,Mar del Plata,-57.6048542,-38.009194,"Avenida Vertiz & Intendente Andrés Mac Gaul, Mar del Plata, Provincia de Buenos Aires, Argentina"
480,501,Santa Rosa A,74,Mar del Plata,-57.602293,-38.011125,"Avenida Vertiz & Reforma Universitaria, Mar del Plata, Provincia de Buenos Aires, Argentina"
481,501,Santa Rosa A,405,Mar del Plata,-57.596984,-38.015127,"Avenida Polonia & Avenida Vertiz, Mar del Plata, Provincia de Buenos Aires, Argentina"
482,501,Santa Rosa A,678,Mar del Plata,-57.593152,-38.018043,"Avenida Vertiz & Intendente Camusso, Mar del Plata, Provincia de Buenos Aires, Argentina"
483,501,Santa Rosa A,679,Mar del Plata,-57.5867897,-38.023378,"Vertiz & Calle Friuli, Mar del Plata, Provincia de Buenos Aires, Argentina"
484,501,Santa Rosa A,390,Mar del Plata,-57.5810893,-38.027150,"Avenida Jacinto Peralta Ramos & Avenida Vertiz, Mar del Plata, Provincia de Buenos Aires, Argentina"
485,501,Santa Rosa A,78,Mar del Plata,-57.5757751,-38.031178,"Avenida Vertiz & Talcahuano, Mar del Plata, Provincia de Buenos Aires, Argentina"
486,501,Santa Rosa A,350,Mar del Plata,-57.5708407,-38.035369,"Avenida Vertiz & Galicia Mar del Plata, Provincia de Buenos Aires, Argentina"
487,501,Santa Rosa A,76,Mar del Plata,-57.5651377,-38.039175,"Avenida Vertiz & Cerrito, Mar del Plata, Provincia de Buenos Aires, Argentina"
488,501,Santa Rosa A,232,Mar del Plata,-57.5683519,-38.043210,"Marcelo T. de Alvear & Soler, Mar del Plata, Provincia de Buenos Aires, Argentina"
489,501,Santa Rosa A,291,Mar del Plata,-57.5717256,-38.044652,"Avenida Fortunato de la Plaza & Cerrito, Mar del Plata, Provincia de Buenos Aires, Argentina"
490,501,Santa Rosa A,292,Mar del Plata,-57.5766912,-38.048789,"Calabria & Cerrito, Mar del Plata, Provincia de Buenos Aires, Argentina"
491,501,Santa Rosa A,63,Mar del Plata,-57.5771098,-38.040599,"Avenida Fortunato de la Plaza & Galicia, Mar del Plata, Provincia de Buenos Aires, Argentina"
492,501,Santa Rosa A,208,Mar del Plata,-57.5773125,-38.056053,"Avenida Mario Bravo & Lanzilota, Mar del Plata, Provincia de Buenos Aires, Argentina"
493,501,Santa Rosa A,244,Mar del Plata,-57.5712209,-38.060584,"Avenida Mario Bravo & Avenida Edison, Mar del Plata, Provincia de Buenos Aires, Argentina"
494,501,Santa Rosa A,243,Mar del Plata,-57.5734051,-38.068855,"Avenida Jorge Newbery & Fragata Sarmiento, Mar del Plata, Provincia de Buenos Aires, Argentina"
495,501,Santa Rosa A,209,Mar del Plata,-57.5758628,-38.072714,"Avenida Jorge Newbery & Bahía Thetis, Mar del Plata, Provincia de Buenos Aires, Argentina"
496,501,Santa Rosa A,645,Mar del Plata,-57.5924649,-38.086430,"Avenida Jorge Newbery & Calle 429, Mar del Plata, Provincia de Buenos Aires, Argentina"
497,501,Santa Rosa A,636,Mar del Plata,-57.5836678,-38.095019,"Calle 431 & Calle 18, Mar del Plata, Provincia de Buenos Aires, Argentina"
498,501,Santa Rosa A,492,Mar del Plata,-57.5839977,-38.111384,"Ruta Provincial 11 & Calle 461, Mar del Plata, Provincia de Buenos Aires, Argentina"
499,501,Santa Rosa A,637,Mar del Plata,-57.5942134,-38.103764,"Calle 461 & Calle 18, Mar del Plata, Provincia de Buenos Aires, Argentina"
500,501,Santa Rosa A,638,Mar del Plata,-57.6040382,-38.096340,"Avenida Jorge Newbery & Calle 461, Mar del Plata, Provincia de Buenos Aires, Argentina"
501,501,REGIONAL,645,Mar del Plata,-57.5924649,-38.086430,"Avenida Jorge Newbery & Calle 429, Mar del Plata, Provincia de Buenos Aires, Argentina"
502,501,REGIONAL,209,Mar del Plata,-57.5758628,-38.072714,"Avenida Jorge Newbery & Bahía Thetis, Mar del Plata, Provincia de Buenos Aires, Argentina"
503,501,REGIONAL,243,Mar del Plata,-57.5734051,-38.068855,"Avenida Jorge Newbery & Fragata Sarmiento, Mar del Plata, Provincia de Buenos Aires, Argentina"
504,501,REGIONAL,244,Mar del Plata,-57.5712209,-38.060584,"Avenida Mario Bravo & Avenida Edison, Mar del Plata, Provincia de Buenos Aires, Argentina"
505,501,REGIONAL,625,Mar del Plata,-57.57544,-38.057840,"Avenida Mario Bravo & Jorge Hernández, Mar del Plata, Provincia de Buenos Aires, Argentina"
506,501,REGIONAL,208,Mar del Plata,-57.5773125,-38.056053,"Avenida Mario Bravo & Lanzilota, Mar del Plata, Provincia de Buenos Aires, Argentina"
507,501,REGIONAL,63,Mar del Plata,-57.5815795,-38.052827,"Avenida Mario Bravo & Cerrito, Mar del Plata, Provincia de Buenos Aires, Argentina"
508,501,REGIONAL,292,Mar del Plata,-57.5766912,-38.048789,"Calabria & Cerrito, Mar del Plata, Provincia de Buenos Aires, Argentina"
509,501,REGIONAL,291,Mar del Plata,-57.5717256,-38.044652,"Avenida Fortunato de la Plaza & Cerrito, Mar del Plata, Provincia de Buenos Aires, Argentina"
510,501,REGIONAL,301,Mar del Plata,-57.5675736,-38.041210,"Cerrito & Rosales, Mar del Plata, Provincia de Buenos Aires, Argentina"
511,501,REGIONAL,76,Mar del Plata,-57.5651377,-38.039175,"Avenida Vertiz & Cerrito, Mar del Plata, Provincia de Buenos Aires, Argentina"
512,501,REGIONAL,350,Mar del Plata,-57.5708407,-38.035369,"Avenida Vertiz & Galicia Mar del Plata, Provincia de Buenos Aires, Argentina"
513,501,REGIONAL,78,Mar del Plata,-57.5757751,-38.031178,"Avenida Vertiz & Talcahuano, Mar del Plata, Provincia de Buenos Aires, Argentina"
514,501,REGIONAL,390,Mar del Plata,-57.5810893,-38.027150,"Avenida Jacinto Peralta Ramos & Avenida Vertiz, Mar del Plata, Provincia de Buenos Aires, Argentina"
515,501,REGIONAL,679,Mar del Plata,-57.5867897,-38.023378,"Vertiz & Calle Friuli, Mar del Plata, Provincia de Buenos Aires, Argentina"
516,501,REGIONAL,678,Mar del Plata,-57.593152,-38.018043,"Avenida Vertiz & Intendente Camusso, Mar del Plata, Provincia de Buenos Aires, Argentina"
517,501,REGIONAL,405,Mar del Plata,-57.596984,-38.015127,"Avenida Polonia & Avenida Vertiz, Mar del Plata, Provincia de Buenos Aires, Argentina"
518,501,REGIONAL,74,Mar del Plata,-57.602293,-38.011125,"Avenida Vertiz & Reforma Universitaria, Mar del Plata, Provincia de Buenos Aires, Argentina"
519,501,REGIONAL,633,Mar del Plata,-57.6048542,-38.009194,"Avenida Vertiz & Intendente Andrés Mac Gaul, Mar del Plata, Provincia de Buenos Aires, Argentina"
520,501,REGIONAL,77,Mar del Plata,-57.6084355,-38.006507,"Avenida Vertiz & Ruta Provincial 88, Mar del Plata, Provincia de Buenos Aires, Argentina"
521,501,REGIONAL,116,Mar del Plata,-57.6004918,-38.002141,"Ruta Provincial 88 & 12 de Octubre, Mar del Plata, Provincia de Buenos Aires, Argentina"
522,501,REGIONAL,122,Mar del Plata,-57.5979268,-37.999305,"Avenida Centenario, Mar del Plata, Provincia de Buenos Aires, Argentina"
523,501,REGIONAL,622,Mar del Plata,-57.6010993,-37.996401,"Avenida Juan B. Justo & Tres Arroyos, Mar del Plata, Provincia de Buenos Aires, Argentina"
524,501,REGIONAL,623,Mar del Plata,-57.6063614,-37.992435,"Avenida Juan B. Justo & Etchegaray, Mar del Plata, Provincia de Buenos Aires, Argentina"
525,501,REGIONAL,123,Mar del Plata,-57.6081559,-37.991077,"Avenida Juan B. Justo & Avenida Doctor Arturo Alió, Mar del Plata, Provincia de Buenos Aires, Argentina"
526,512,B Luro y Carrillo,304,Mar del Plata,-57.6266578,-37.9579504,"Avenida Pedro Luro & Carrillo, Mar del Plata, Provincia de Buenos Aires, Argentina"
527,512,B Luro y Carrillo,531,Mar del Plata,-57.6215874,-37.9602937,"Avenida Pedro Luro & Ciudad de Rosario, Mar del Plata, Provincia de Buenos Aires, Argentina"
528,512,B Luro y Carrillo,329,Mar del Plata,-57.6145542,-37.9641034,"Avenida Pedro Luro & Portugal, Mar del Plata, Provincia de Buenos Aires, Argentina"
529,512,B Luro y Carrillo,532,Mar del Plata,-57.6104459,-37.9659557,"Avenida Pedro Luro & Leguizamón Onésimo, Mar del Plata, Provincia de Buenos Aires, Argentina"
530,512,B Luro y Carrillo,305,Mar del Plata,-57.6054788,-37.9685081,"Avenida Pedro Luro & Pigüé, Mar del Plata, Provincia de Buenos Aires, Argentina"
531,512,B Luro y Carrillo,159,Mar del Plata,-57.5996104,-37.9716862,"Avenida Pedro Luro & José María Calaza, Mar del Plata, Provincia de Buenos Aires, Argentina"
532,512,B Luro y Carrillo,54,Mar del Plata,-57.5943871,-37.9741178,"Avenida Pedro Luro & Avenida Doctor Arturo Alió, Mar del Plata, Provincia de Buenos Aires, Argentina"
,512,B Luro y Carrillo,328,Mar del Plata,-57.5914817,-37.9758084,"Avenida Pedro Luro & Remedios de Escalada, Mar del Plata, Provincia de Buenos Aires, Argentina"
,512,B Luro y Carrillo,344,Mar del Plata,-57.590468,-37.9763188,"Avenida Pedro Luro & Estado de Israel, Mar del Plata, Provincia de Buenos Aires, Argentina"
,512,B Luro y Carrillo,60,Mar del Plata,-57.5863716,-37.9781823,"Avenida Pedro Luro & Tres Arroyos, Mar del Plata, Provincia de Buenos Aires, Argentina"
,512,B Luro y Carrillo,706,Mar del Plata,-57.5822796,-37.9804268,"Champagnat 1564, Mar del Plata, Provincia de Buenos Aires, Argentina"
,512,B Luro y Carrillo,55,Mar del Plata,-57.5784575,-37.9822802,"Avenida Pedro Luro & Teodoro Bronzini, Mar del Plata, Provincia de Buenos Aires, Argentina"
,512,B Luro y Carrillo,809,Mar del Plata,-57.5754804,-37.9838062,"Avenida Pedro Luro & México, Mar del Plata, Provincia de Buenos Aires, Argentina"
,512,B Luro y Carrillo,707,Mar del Plata,-57.5705099,-37.9863535,"Avenida Pedro Luro & Avenida Juan Héctor Jara, Mar del Plata, Provincia de Buenos Aires, Argentina"
,512,B Luro y Carrillo,58,Mar del Plata,-57.5663445,-37.9884359,"Avenida Pedro Luro & Italia, Mar del Plata, Provincia de Buenos Aires, Argentina"
,512,B Luro y Carrillo,50,Mar del Plata,-57.5623817,-37.9904422,"Avenida Pedro Luro & San Juan, Mar del Plata, Provincia de Buenos Aires, Argentina"
,512,B Luro y Carrillo,11,Mar del Plata,-57.5573939,-37.9929584,"Avenida Pedro Luro & 14 de Julio, Mar del Plata, Provincia de Buenos Aires, Argentina"
,512,B Luro y Carrillo,59,Mar del Plata,-57.5533841,-37.9949944,"Avenida Pedro Luro & Salta, Mar del Plata, Provincia de Buenos Aires, Argentina"
,512,B Luro y Carrillo,596,Mar del Plata,-57.5522649,-37.9955452,"Avenida Independencia & Avenida Pedro Luro, Mar del Plata, Provincia de Buenos Aires, Argentina"
,512,B Luro y Carrillo,56,Mar del Plata,-57.5512087,-37.9960776,"Avenida Pedro Luro & Catamarca, Mar del Plata, Provincia de Buenos Aires, Argentina"
,512,B Luro y Carrillo,57,Mar del Plata,-57.5491867,-37.9970932,"Avenida Pedro Luro & Hipólito Yrigoyen, Mar del Plata, Provincia de Buenos Aires, Argentina"
,512,B Luro y Carrillo,85,Mar del Plata,-57.5470348,-37.9978925,"Diagonal Alberdi Sur & San Luis, Mar del Plata, Provincia de Buenos Aires, Argentina"
,512,B Luro y Carrillo,436,Mar del Plata,-57.5462189,-37.9986082,"Avenida Pedro Luro & Córdoba, Mar del Plata, Provincia de Buenos Aires, Argentina"
,512,B Luro y Carrillo,705,Mar del Plata,-57.5415961,-38.0009489,"Avenida Pedro Luro & Buenos Aires, Mar del Plata, Provincia de Buenos Aires, Argentina"
,512,B Luro y Carrillo,80,Mar del Plata,-57.5431804,-38.0035742,"Buenos Aires 1900, Mar del Plata, Provincia de Buenos Aires, Argentina"
,,,,,,,
,,,,,,,
,,,,,,,
534,512,B Luro y Carrillo,22,Mar del Plata,-57.5984115,-37.9790964,"Avenida Colon y Avenida Doctor Arturo Alió, Mar del Plata, Provincia de Buenos Aires, Argentina"
535,512,B Luro y Carrillo,129,Mar del Plata,-57.6003789,-37.9814854,"Gascón & Avenida Doctor Arturo Alió, Mar del Plata, Provincia de Buenos Aires, Argentina"
536,512,B Luro y Carrillo,231,Mar del Plata,-57.6022941,-37.9838523,"Avenida Doctor Arturo Alió & Garay, Mar del Plata, Provincia de Buenos Aires, Argentina"
537,512,B Luro y Carrillo,16,Mar del Plata,-57.6035806,-37.9854445,"Avenida Doctor Arturo Alió & Alvarado, Mar del Plata, Provincia de Buenos Aires, Argentina"
538,512,B Luro y Carrillo,475,Mar del Plata,-57.6061479,-37.9885865,"Avenida Doctor Arturo Alió & Rodríguez Peña,, Mar del Plata, Provincia de Buenos Aires, Argentina"
539,512,B Luro y Carrillo,123,Mar del Plata,-57.6081559,-37.9910767,"Avenida Juan B. Justo & Avenida Doctor Arturo Alió, Mar del Plata, Provincia de Buenos Aires, Argentina"
540,512,B Luro y Carrillo,47,Mar del Plata,-57.6028352,-37.9950965,"Avenida Juan B. Justo & Fernández J. N. , Mar del Plata, Provincia de Buenos Aires, Argentina"
541,512,B Luro y Carrillo,122,Mar del Plata,-57.5979268,-37.9993052,"Avenida Centenario, Mar del Plata, Provincia de Buenos Aires, Argentina"
542,512,B Luro y Carrillo,586,Mar del Plata,-57.5843333,-37.9827538,"Avenida M. Champagnat & Belgrano, Mar del Plata, Provincia de Buenos Aires, Argentina"
543,512,B Luro y Carrillo,706,Mar del Plata,-57.5822796,-37.9804268,"Champagnat 1564, Mar del Plata, Provincia de Buenos Aires, Argentina"
544,512,B Luro y Carrillo,55,Mar del Plata,-57.5784575,-37.9822802,"Avenida Pedro Luro & Teodoro Bronzini, Mar del Plata, Provincia de Buenos Aires, Argentina"
545,512,B Luro y Carrillo,809,Mar del Plata,-57.5754804,-37.9838062,"Avenida Pedro Luro & México, Mar del Plata, Provincia de Buenos Aires, Argentina"
546,512,B Luro y Carrillo,707,Mar del Plata,-57.5705099,-37.9863535,"Avenida Pedro Luro & Avenida Juan Héctor Jara, Mar del Plata, Provincia de Buenos Aires, Argentina"
547,512,B Luro y Carrillo,58,Mar del Plata,-57.5663445,-37.9884359,"Avenida Pedro Luro & Italia, Mar del Plata, Provincia de Buenos Aires, Argentina"
548,512,B Luro y Carrillo,50,Mar del Plata,-57.5623817,-37.9904422,"Avenida Pedro Luro & San Juan, Mar del Plata, Provincia de Buenos Aires, Argentina"
549,512,B Luro y Carrillo,11,Mar del Plata,-57.5573939,-37.9929584,"Avenida Pedro Luro & 14 de Julio, Mar del Plata, Provincia de Buenos Aires, Argentina"
550,512,B Luro y Carrillo,59,Mar del Plata,-57.5533841,-37.9949944,"Avenida Pedro Luro & Salta, Mar del Plata, Provincia de Buenos Aires, Argentina"
551,512,B Luro y Carrillo,596,Mar del Plata,-57.5522649,-37.9955452,"Avenida Independencia & Avenida Pedro Luro, Mar del Plata, Provincia de Buenos Aires, Argentina"
552,512,B Luro y Carrillo,56,Mar del Plata,-57.5512087,-37.9960776,"Avenida Pedro Luro & Catamarca, Mar del Plata, Provincia de Buenos Aires, Argentina"
553,512,B Luro y Carrillo,57,Mar del Plata,-57.5491867,-37.9970932,"Avenida Pedro Luro & Hipólito Yrigoyen, Mar del Plata, Provincia de Buenos Aires, Argentina"
554,512,B Luro y Carrillo,85,Mar del Plata,-57.5470348,-37.9978925,"Diagonal Alberdi Sur & San Luis, Mar del Plata, Provincia de Buenos Aires, Argentina"
555,512,B Luro y Carrillo,436,Mar del Plata,-57.5462189,-37.9986082,"Avenida Pedro Luro & Córdoba, Mar del Plata, Provincia de Buenos Aires, Argentina"
556,512,B Luro y Carrillo,705,Mar del Plata,-57.5415961,-38.0009489,"Avenida Pedro Luro & Buenos Aires, Mar del Plata, Provincia de Buenos Aires, Argentina"
557,512,B Luro y Carrillo,80,Mar del Plata,-57.5431804,-38.0035742,"Buenos Aires 1900, Mar del Plata, Provincia de Buenos Aires, Argentina"
558,512,B Luro y Carrillo,571,Mar del Plata,-57.5477932,-38.0092309,"Alberti & Buenos Aires, Mar del Plata, Provincia de Buenos Aires, Argentina"
559,512,B Luro y Carrillo,570,Mar del Plata,-57.5457799,-38.0102407,"Alberti & Arenales, Mar del Plata, Provincia de Buenos Aires, Argentina"
560,512,B Luro y Carrillo,457,Mar del Plata,-57.5450599,-38.0128302,"Garay & Las Heras, Mar del Plata, Provincia de Buenos Aires, Argentina"
561,512,GARAY Y SAR.,328,Mar del Plata,-57.5914817,-37.9758084,"Avenida Pedro Luro & Remedios de Escalada, Mar del Plata, Provincia de Buenos Aires, Argentina"
562,512,GARAY Y SAR.,344,Mar del Plata,-57.590468,-37.9763188,"Avenida Pedro Luro & Estado de Israel, Mar del Plata, Provincia de Buenos Aires, Argentina"
563,512,GARAY Y SAR.,60,Mar del Plata,-57.5863716,-37.9781823,"Avenida Pedro Luro & Tres Arroyos, Mar del Plata, Provincia de Buenos Aires, Argentina"
564,512,GARAY Y SAR.,706,Mar del Plata,-57.5822796,-37.9804268,"Champagnat 1564, Mar del Plata, Provincia de Buenos Aires, Argentina"
565,522,FARO,239,Mar del Plata,-57.5475737,-38.0936136,"Rotonda del Faro. Plazoleta Castilla y León, Mar del Plata, Provincia de Buenos Aires, Argentina"
566,522,FARO,273,Mar del Plata,-57.5496172,-38.0772836,"Avenida Mario Bravo & Vélez Sársfield, Mar del Plata, Provincia de Buenos Aires, Argentina"
567,522,FARO,271,Mar del Plata,-57.5589575,-38.0697637,"Vergara 3199, Mar del Plata, Provincia de Buenos Aires, Argentina"
568,522,FARO,269,Mar del Plata,-57.562523,-38.0670864,"Avenida Mario Bravo & Piedrabuena, Mar del Plata, Provincia de Buenos Aires, Argentina"
569,522,FARO,272,Mar del Plata,-57.5658831,-38.06458,"Avenida Mario Bravo & Albert Einstein, Mar del Plata, Provincia de Buenos Aires, Argentina"
570,522,FARO,244,Mar del Plata,-57.5712209,-38.0605842,"Avenida Mario Bravo & Avenida Edison, Mar del Plata, Provincia de Buenos Aires, Argentina"
571,522,FARO,284,Mar del Plata,-57.5663443,-38.0565681,"Avenida Edison & Calabria, Mar del Plata, Provincia de Buenos Aires, Argentina"
572,522,FARO,279,Mar del Plata,-57.5613839,-38.0524728,"Avenida Edison & Avenida Fortunato de la Plaza, Mar del Plata, Provincia de Buenos Aires, Argentina"
573,522,FARO,285,Mar del Plata,-57.558046,-38.0496882,"Avenida Edison & Tripulantes del Fournier, Mar del Plata, Provincia de Buenos Aires, Argentina"
574,522,FARO,75,Mar del Plata,-57.554795,-38.0469699,"Avenida Edison & Avenida Vertiz, Mar del Plata, Provincia de Buenos Aires, Argentina"
575,522,FARO,286,Mar del Plata,-57.55148,-38.0443042,"Avenida Edison & Ortiz de Zárate, Mar del Plata, Provincia de Buenos Aires, Argentina"
576,522,FARO,357,Mar del Plata,-57.5534127,-38.0389714,"Magallanes 4000, Mar del Plata, Provincia de Buenos Aires, Argentina"
577,522,FARO,555,Mar del Plata,-57.5503219,-38.0123911,"Buenos Aires & Alvarado, Mar del Plata, Provincia de Buenos Aires, Argentina"
578,522,FARO,571,Mar del Plata,-57.5477932,-38.0092309,"Alberti & Buenos Aires, Mar del Plata, Provincia de Buenos Aires, Argentina"
579,522,FARO,80,Mar del Plata,-57.5431804,-38.0035742,"Buenos Aires 1900, Mar del Plata, Provincia de Buenos Aires, Argentina"
580,522,FARO,705,Mar del Plata,-57.5415961,-38.0009489,"Avenida Pedro Luro & Buenos Aires, Mar del Plata, Provincia de Buenos Aires, Argentina"
581,522,FARO,85,Mar del Plata,-57.5470348,-37.9978925,"Diagonal Alberdi Sur & San Luis, Mar del Plata, Provincia de Buenos Aires, Argentina"
582,522,FARO,57,Mar del Plata,-57.5491867,-37.9970932,"Avenida Pedro Luro & Hipólito Yrigoyen, Mar del Plata, Provincia de Buenos Aires, Argentina"
583,522,FARO,56,Mar del Plata,-57.5512087,-37.9960776,"Avenida Pedro Luro & Catamarca, Mar del Plata, Provincia de Buenos Aires, Argentina"
584,522,FARO,596,Mar del Plata,-57.5522649,-37.9955452,"Avenida Independencia & Avenida Pedro Luro, Mar del Plata, Provincia de Buenos Aires, Argentina"
585,522,FARO,59,Mar del Plata,-57.5533841,-37.9949944,"Avenida Pedro Luro & Salta, Mar del Plata, Provincia de Buenos Aires, Argentina"
586,522,FARO,11,Mar del Plata,-57.5573939,-37.9929584,"Avenida Pedro Luro & 14 de Julio, Mar del Plata, Provincia de Buenos Aires, Argentina"
587,522,FARO,3,Mar del Plata,-57.5610421,-37.9887983,"San Juan & 9 de Julio,  Mar del Plata, Provincia de Buenos Aires, Argentina"
588,522,FARO,125,Mar del Plata,-57.5792254,-37.9748161,"Libertad y champagnat, Mar del Plata, Provincia de Buenos Aires, Argentina"
589,522,FARO,140,Mar del Plata,-57.588819,-37.972516,"11 de Septiembre & Remedios de Escalada, Mar del Plata, Provincia de Buenos Aires, Argentina"
590,522,FARO,48,Mar del Plata,-57.603612,-37.9627339,"Avenida Libertad & Brasil, Mar del Plata, Provincia de Buenos Aires, Argentina"
591,511,ACANTILADOS,394,Mar del Plata,-57.6218542,-38.111258,"Avenida Jorge Newbery & Calle 515, Mar del Plata, Provincia de Buenos Aires, Argentina"
592,511,ACANTILADOS,492,Mar del Plata,-57.5839977,-38.111384,"Ruta Provincial 11 & Calle 461, Mar del Plata, Provincia de Buenos Aires, Argentina"
593,511,ALFAR,275,Mar del Plata,-57.5651871,-38.0905627,"Diagonal Estados Unidos Norte & De la Maza, Mar del Plata, Provincia de Buenos Aires, Argentina"
