Orden,Linea Colectivo,Ramal,Nº Camara,Ciudad,Latitud,Longitud,Direccion
257,542,Estación Camet,45,Mar del Plata,-57.5767165,-38.0148128,"Avenida Juan B. Justo & Américo Raúl Canosa, Mar del Plata, Provincia de Buenos Aires, Argentina"
258,542,Estación Camet,144,Mar del Plata,-57.5800793,-38.0123217,"Avenida Juan B. Justo & San Juan, Mar del Plata, Provincia de Buenos Aires, Argentina"
259,542,Estación Camet,465,Mar del Plata,-57.5835032,-38.00974,"Avenida Juan B. Justo & Italia, Mar del Plata, Provincia de Buenos Aires, Argentina"
260,542,Estación Camet,145,Mar del Plata,-57.5871294,-38.0069555,"Avenida Juan B. Justo & Avenida Juan Héctor Jara, Mar del Plata, Provincia de Buenos Aires, Argentina"
261,542,Estación Camet,44,Mar del Plata,-57.5923995,-38.0029781,"Avenida Juan B. Justo & Reforma Universitaria, Mar del Plata, Provincia de Buenos Aires, Argentina"
262,542,Estación Camet,122,Mar del Plata,-57.5979268,-37.9993052,"Avenida Centenario, Mar del Plata, Provincia de Buenos Aires, Argentina"
263,542,Estación Camet,47,Mar del Plata,-57.6028352,-37.9950965,"Avenida Juan B. Justo & Fernández J. N. , Mar del Plata, Provincia de Buenos Aires, Argentina"
264,571,A Puerto,211,Mar del Plata,-57.5464008,-38.0442365,"Magallanes & Figueroa Alcorta, Mar del Plata, Provincia de Buenos Aires, Argentina"
265,571,A Puerto,382,Mar del Plata,-57.5464388,-38.0429034,"12 de Octubre & Bermejo, Mar del Plata, Provincia de Buenos Aires, Argentina"
266,571,A Puerto,358,Mar del Plata,-57.5449921,-38.0388014,"Avenida Juan B. Justo & Avenida Edison, Mar del Plata, Provincia de Buenos Aires, Argentina"
267,571,A Puerto,369,Mar del Plata,-57.5429809,-38.0364073,"Leandro N. Alem & Martín Rodríguez, Mar del Plata, Provincia de Buenos Aires, Argentina"
268,571,A Puerto,371,Mar del Plata,-57.5389864,-38.0315096,"Avenida Juan José Paso & Leandro N. Alem, Mar del Plata, Provincia de Buenos Aires, Argentina"
269,571,A Puerto,378,Mar del Plata,-57.5374419,-38.0277994,"Matheu 302, Mar del Plata, Provincia de Buenos Aires, Argentina"
270,571,A Puerto,379,Mar del Plata,-57.5323329,-38.0214616,"Bernardo de Irigoyen & Alvarado, Mar del Plata, Provincia de Buenos Aires, Argentina"
271,571,A Puerto,551,Mar del Plata,-57.5424318,-38.0130341,"Alsina & Rawson, Mar del Plata, Provincia de Buenos Aires, Argentina"
272,571,A Puerto,456,Mar del Plata,-57.5427843,-38.0117488,"Alberti & Sarmiento, Mar del Plata, Provincia de Buenos Aires, Argentina"
273,571,A Puerto,570,Mar del Plata,-57.5457799,-38.0102407,"Alberti & Arenales, Mar del Plata, Provincia de Buenos Aires, Argentina"
274,571,A Puerto,571,Mar del Plata,-57.5477932,-38.0092309,"Alberti & Buenos Aires, Mar del Plata, Provincia de Buenos Aires, Argentina"
275,571,A Puerto,419,Mar del Plata,-57.551756,-38.0072118,"Alberti & Santiago del Estero, Mar del Plata, Provincia de Buenos Aires, Argentina"
276,571,A Puerto,80,Mar del Plata,-57.5431804,-38.0035742,"Buenos Aires 1900, Mar del Plata, Provincia de Buenos Aires, Argentina"
277,571,A Puerto,705,Mar del Plata,-57.5415961,-38.0009489,"Avenida Pedro Luro & Buenos Aires, Mar del Plata, Provincia de Buenos Aires, Argentina"
278,571,A Puerto,436,Mar del Plata,-57.5462189,-37.9986082,"Avenida Pedro Luro & Córdoba, Mar del Plata, Provincia de Buenos Aires, Argentina"
279,571,A Puerto,57,Mar del Plata,-57.5491867,-37.9970932,"Avenida Pedro Luro & Hipólito Yrigoyen, Mar del Plata, Provincia de Buenos Aires, Argentina"
280,571,A Puerto,56,Mar del Plata,-57.5512087,-37.9960776,"Avenida Pedro Luro & Catamarca, Mar del Plata, Provincia de Buenos Aires, Argentina"
281,571,A Puerto,596,Mar del Plata,-57.5522649,-37.9955452,"Avenida Independencia & Avenida Pedro Luro, Mar del Plata, Provincia de Buenos Aires, Argentina"
282,571,A Puerto,581,Mar del Plata,-57.5542638,-37.9979617,"Avenida Independencia & Belgrano, Mar del Plata, Provincia de Buenos Aires, Argentina"
283,571,A Puerto,700,Mar del Plata,-57.5562156,-38.0003923,"Avenida Colon y Avenida Independencia, Mar del Plata, Provincia de Buenos Aires, Argentina"
284,571,A Puerto,481,Mar del Plata,-57.5649334,-38.0005727,"Alberti & Dorrego, Mar del Plata, Provincia de Buenos Aires, Argentina"
285,571,A Puerto,8,Mar del Plata,-57.5714747,-38.0017324,"San Juan & Alvarado, Mar del Plata, Provincia de Buenos Aires, Argentina"
286,571,A Puerto,562,Mar del Plata,-57.5795038,-37.997633,"Avenida Juan Héctor Jara & Alvarado, Mar del Plata, Provincia de Buenos Aires, Argentina"
287,571,A Puerto,84,Mar del Plata,-57.583558,-37.9955858,"Chile & Alvarado, Mar del Plata, Provincia de Buenos Aires, Argentina"
288,571,A Puerto,150,Mar del Plata,-57.5875485,-37.9935647,"Teodoro Bronzini & Alvarado, Mar del Plata, Provincia de Buenos Aires, Argentina"
289,571,A Puerto,122,Mar del Plata,-57.5979268,-37.9993052,"Avenida Centenario, Mar del Plata, Provincia de Buenos Aires, Argentina"
290,571,A Puerto,47,Mar del Plata,-57.6028352,-37.9950965,"Avenida Juan B. Justo & Fernández J. N. , Mar del Plata, Provincia de Buenos Aires, Argentina"
291,571,A Puerto,227,Mar del Plata,-57.6204576,-38.00129,"Avenida Carlos Gardel & Rosales, Mar del Plata, Provincia de Buenos Aires, Argentina"
292,571,A Puerto,229,Mar del Plata,-57.6307827,-37.9947965,"Tripulantes del Fournier & Calle 236, Mar del Plata, Provincia de Buenos Aires, Argentina"
293,571,B Puerto,546,Mar del Plata,-57.5397985,-38.0132603,"Martín Miguel de Güemes & Alberti, Mar del Plata, Provincia de Buenos Aires, Argentina"
294,571,B Puerto,112,Mar del Plata,-57.533249,-38.0243633,"General Roca & Leandro N. Alem, Mar del Plata, Provincia de Buenos Aires, Argentina"
295,525,,578,Mar del Plata,-57.5385752,-38.0082574,"Alsina 2100, Mar del Plata, Provincia de Buenos Aires, Argentina"
296,525,,323,Mar del Plata,-57.6198932,-38.0174776,"Avenida Victorio Tetamanti & Gutemberg, Mar del Plata, Provincia de Buenos Aires, Argentina"
297,525,,402,Mar del Plata,-57.6164343,-38.0187914,"Calabria & Intendente Andrés Mac Gaul, Mar del Plata, Provincia de Buenos Aires, Argentina"
298,525,,216,Mar del Plata,-57.6130298,-38.0213593,"Calabria & B. Goñi, Mar del Plata, Provincia de Buenos Aires, Argentina"
299,525,,403,Mar del Plata,-57.6096796,-38.0213079,"Genova e Inda, Mar del Plata, Provincia de Buenos Aires, Argentina"
300,525,,404,Mar del Plata,-57.6069329,-38.0233755,"Avenida Polonia & Genova, Mar del Plata, Provincia de Buenos Aires, Argentina"
301,525,,428,Mar del Plata,-57.6023339,-38.0242734,"Puán & Magnasco, Mar del Plata, Provincia de Buenos Aires, Argentina"
302,525,,324,Mar del Plata,-57.6035938,-38.02059,"Avenida Polonia & Avenida Fortunato de la Plaza, Mar del Plata, Provincia de Buenos Aires, Argentina"
303,525,,405,Mar del Plata,-57.596984,-38.0151274,"Avenida Polonia & Avenida Vertiz, Mar del Plata, Provincia de Buenos Aires, Argentina"
304,525,,466,Mar del Plata,-57.5866264,-38.0126173,"12 de Octubre & Intendente Camusso, Mar del Plata, Provincia de Buenos Aires, Argentina"
305,525,,144,Mar del Plata,-57.5800793,-38.0123217,"Avenida Juan B. Justo & San Juan, Mar del Plata, Provincia de Buenos Aires, Argentina"
306,525,,422,Mar del Plata,-57.576591,-38.0080479,"San Juan & Matheu, Mar del Plata, Provincia de Buenos Aires, Argentina"
307,525,,393,Mar del Plata,-57.5740178,-38.0048718,"San Juan & Rodríguez Peña, Mar del Plata, Provincia de Buenos Aires, Argentina"
308,525,,8,Mar del Plata,-57.5714747,-38.0017324,"San Juan & Alvarado, Mar del Plata, Provincia de Buenos Aires, Argentina"
309,525,,104,Mar del Plata,-57.5689131,-37.9985533,"San Juan & Alberti, Mar del Plata, Provincia de Buenos Aires, Argentina"
310,525,,21,Mar del Plata,-57.5663126,-37.9953283,"Avenida Colon y San Juan, Mar del Plata, Provincia de Buenos Aires, Argentina"
311,525,,117,Mar del Plata,-57.5643311,-37.9928746,"San Juan & Belgrano, Mar del Plata, Provincia de Buenos Aires, Argentina"
312,525,,50,Mar del Plata,-57.5623817,-37.9904422,"Avenida Pedro Luro & San Juan, Mar del Plata, Provincia de Buenos Aires, Argentina"
313,525,,11,Mar del Plata,-57.5573939,-37.9929584,"Avenida Pedro Luro & 14 de Julio, Mar del Plata, Provincia de Buenos Aires, Argentina"
314,525,,59,Mar del Plata,-57.5533841,-37.9949944,"Avenida Pedro Luro & Salta, Mar del Plata, Provincia de Buenos Aires, Argentina"
315,525,,596,Mar del Plata,-57.5522649,-37.9955452,"Avenida Independencia & Avenida Pedro Luro, Mar del Plata, Provincia de Buenos Aires, Argentina"
316,525,,56,Mar del Plata,-57.5512087,-37.9960776,"Avenida Pedro Luro & Catamarca, Mar del Plata, Provincia de Buenos Aires, Argentina"
317,525,,57,Mar del Plata,-57.5491867,-37.9970932,"Avenida Pedro Luro & Hipólito Yrigoyen, Mar del Plata, Provincia de Buenos Aires, Argentina"
318,525,,85,Mar del Plata,-57.5470348,-37.9978925,"Diagonal Alberdi Sur & San Luis, Mar del Plata, Provincia de Buenos Aires, Argentina"
319,525,,436,Mar del Plata,-57.5462189,-37.9986082,"Avenida Pedro Luro & Córdoba, Mar del Plata, Provincia de Buenos Aires, Argentina"
320,571,VERDE,229,Mar del Plata,-57.6307827,-37.9947965,"Tripulantes del Fournier & Calle 236, Mar del Plata, Provincia de Buenos Aires, Argentina"
321,571,VERDE,227,Mar del Plata,-57.6204576,-38.00129,"Avenida Carlos Gardel & Rosales, Mar del Plata, Provincia de Buenos Aires, Argentina"
322,571,VERDE,47,Mar del Plata,-57.6028352,-37.9950965,"Avenida Juan B. Justo & Fernández J. N. , Mar del Plata, Provincia de Buenos Aires, Argentina"
323,571,VERDE,122,Mar del Plata,-57.5979268,-37.9993052,"Avenida Centenario, Mar del Plata, Provincia de Buenos Aires, Argentina"
324,571,VERDE,150,Mar del Plata,-57.5875485,-37.9935647,"Teodoro Bronzini & Alvarado, Mar del Plata, Provincia de Buenos Aires, Argentina"
325,571,VERDE,84,Mar del Plata,-57.583558,-37.9955858,"Chile & Alvarado, Mar del Plata, Provincia de Buenos Aires, Argentina"
326,571,VERDE,562,Mar del Plata,-57.5795038,-37.997633,"Avenida Juan Héctor Jara & Alvarado, Mar del Plata, Provincia de Buenos Aires, Argentina"
327,571,VERDE,8,Mar del Plata,-57.5714747,-38.0017324,"San Juan & Alvarado, Mar del Plata, Provincia de Buenos Aires, Argentina"
328,571,VERDE,481,Mar del Plata,-57.5649334,-38.0005727,"Alberti & Dorrego, Mar del Plata, Provincia de Buenos Aires, Argentina"
329,571,VERDE,700,Mar del Plata,-57.5562156,-38.0003923,"Avenida Colon y Avenida Independencia, Mar del Plata, Provincia de Buenos Aires, Argentina"
330,571,VERDE,581,Mar del Plata,-57.5542638,-37.9979617,"Avenida Independencia & Belgrano, Mar del Plata, Provincia de Buenos Aires, Argentina"
331,571,VERDE,596,Mar del Plata,-57.5522649,-37.9955452,"Avenida Independencia & Avenida Pedro Luro, Mar del Plata, Provincia de Buenos Aires, Argentina"
332,571,VERDE,56,Mar del Plata,-57.5512087,-37.9960776,"Avenida Pedro Luro & Catamarca, Mar del Plata, Provincia de Buenos Aires, Argentina"
333,571,VERDE,57,Mar del Plata,-57.5491867,-37.9970932,"Avenida Pedro Luro & Hipólito Yrigoyen, Mar del Plata, Provincia de Buenos Aires, Argentina"
334,571,VERDE,85,Mar del Plata,-57.5470348,-37.9978925,"Diagonal Alberdi Sur & San Luis, Mar del Plata, Provincia de Buenos Aires, Argentina"
335,571,VERDE,436,Mar del Plata,-57.5462189,-37.9986082,"Avenida Pedro Luro & Córdoba, Mar del Plata, Provincia de Buenos Aires, Argentina"
336,571,VERDE,705,Mar del Plata,-57.5415961,-38.0009489,"Avenida Pedro Luro & Buenos Aires, Mar del Plata, Provincia de Buenos Aires, Argentina"
337,571,VERDE,80,Mar del Plata,-57.5431804,-38.0035742,"Buenos Aires 1900, Mar del Plata, Provincia de Buenos Aires, Argentina"
338,571,VERDE,419,Mar del Plata,-57.551756,-38.0072118,"Alberti & Santiago del Estero, Mar del Plata, Provincia de Buenos Aires, Argentina"
339,571,VERDE,571,Mar del Plata,-57.5477932,-38.0092309,"Alberti & Buenos Aires, Mar del Plata, Provincia de Buenos Aires, Argentina"
340,571,VERDE,570,Mar del Plata,-57.5457799,-38.0102407,"Alberti & Arenales, Mar del Plata, Provincia de Buenos Aires, Argentina"
341,571,VERDE,456,Mar del Plata,-57.5427843,-38.0117488,"Alberti & Sarmiento, Mar del Plata, Provincia de Buenos Aires, Argentina"
342,571,VERDE,546,Mar del Plata,-57.5397985,-38.0132603,"Martín Miguel de Güemes & Alberti, Mar del Plata, Provincia de Buenos Aires, Argentina"
343,571,VERDE,112,Mar del Plata,-57.533249,-38.0243633,"General Roca & Leandro N. Alem, Mar del Plata, Provincia de Buenos Aires, Argentina"
344,571,VERDE,551,Mar del Plata,-57.5424318,-38.0130341,"Alsina & Rawson, Mar del Plata, Provincia de Buenos Aires, Argentina"
345,571,VERDE,378,Mar del Plata,-57.5374419,-38.0277994,"Matheu 302, Mar del Plata, Provincia de Buenos Aires, Argentina"
346,571,VERDE,371,Mar del Plata,-57.5389864,-38.0315096,"Avenida Juan José Paso & Leandro N. Alem, Mar del Plata, Provincia de Buenos Aires, Argentina"
347,571,VERDE,369,Mar del Plata,-57.5429809,-38.0364073,"Leandro N. Alem & Martín Rodríguez, Mar del Plata, Provincia de Buenos Aires, Argentina"
348,571,VERDE,358,Mar del Plata,-57.5449921,-38.0388014,"Avenida Juan B. Justo & Avenida Edison, Mar del Plata, Provincia de Buenos Aires, Argentina"
349,571,VERDE,708,Mar del Plata,-57.5423252,-38.0407029,"Avenida de los Trabajadores & Avenida Juan B. Justo, Mar del Plata, Provincia de Buenos Aires, Argentina"
350,571,VERDE,382,Mar del Plata,-57.5464388,-38.0429034,"12 de Octubre & Bermejo, Mar del Plata, Provincia de Buenos Aires, Argentina"
351,571,VERDE,61,Mar del Plata,-57.5440553,-38.044661,"Avenida de los Trabajadores & 12 de Octubre, Mar del Plata, Provincia de Buenos Aires, Argentina"
352,573,,415,Mar del Plata,-57.6102046,-38.0260819,"Avenida Polonia & William Morris, Mar del Plata, Provincia de Buenos Aires, Argentina"
353,573,,404,Mar del Plata,-57.6069329,-38.0233755,"Avenida Polonia & Genova, Mar del Plata, Provincia de Buenos Aires, Argentina"
354,573,,324,Mar del Plata,-57.6035938,-38.02059,"Avenida Polonia & Avenida Fortunato de la Plaza, Mar del Plata, Provincia de Buenos Aires, Argentina"
355,573,,213,Mar del Plata,-57.5989053,-38.0241526,"Avenida Fortunato de la Plaza & De los Inmigrantes, Mar del Plata, Provincia de Buenos Aires, Argentina"
356,573,,31,Mar del Plata,-57.5843942,-38.0233551,"San Salvador & Avenida Lisandro de la Torre, Mar del Plata, Provincia de Buenos Aires, Argentina"
357,573,,595,Mar del Plata,-57.5796599,-38.0217208,"Avenida Lisandro de la Torre & Irala, Mar del Plata, Provincia de Buenos Aires, Argentina"
358,573,,559,Mar del Plata,-57.5650424,-38.0149702,"La Rioja & Formosa, Mar del Plata, Provincia de Buenos Aires, Argentina"
359,573,,80,Mar del Plata,-57.5431804,-38.0035742,"Buenos Aires 1900, Mar del Plata, Provincia de Buenos Aires, Argentina"
360,573,,705,Mar del Plata,-57.5415961,-38.0009489,"Avenida Pedro Luro & Buenos Aires, Mar del Plata, Provincia de Buenos Aires, Argentina"
361,573,,436,Mar del Plata,-57.5462189,-37.9986082,"Avenida Pedro Luro & Córdoba, Mar del Plata, Provincia de Buenos Aires, Argentina"
362,573,,85,Mar del Plata,-57.5470348,-37.9978925,"Diagonal Alberdi Sur & San Luis, Mar del Plata, Provincia de Buenos Aires, Argentina"
363,573,,57,Mar del Plata,-57.5491867,-37.9970932,"Avenida Pedro Luro & Hipólito Yrigoyen, Mar del Plata, Provincia de Buenos Aires, Argentina"
364,573,,56,Mar del Plata,-57.5512087,-37.9960776,"Avenida Pedro Luro & Catamarca, Mar del Plata, Provincia de Buenos Aires, Argentina"
365,573,,596,Mar del Plata,-57.5522649,-37.9955452,"Avenida Independencia & Avenida Pedro Luro, Mar del Plata, Provincia de Buenos Aires, Argentina"
366,573,,581,Mar del Plata,-57.5542638,-37.9979617,"Avenida Independencia & Belgrano, Mar del Plata, Provincia de Buenos Aires, Argentina"
367,573,,481,Mar del Plata,-57.5649334,-38.0005727,"Alberti & Dorrego, Mar del Plata, Provincia de Buenos Aires, Argentina"
368,573,,104,Mar del Plata,-57.5689131,-37.9985533,"San Juan & Alberti, Mar del Plata, Provincia de Buenos Aires, Argentina"
369,573,,448,Mar del Plata,-57.5769418,-37.9944888,"Avenida Juan Héctor Jara & Alberti, Mar del Plata, Provincia de Buenos Aires, Argentina"
370,573,,490,Mar del Plata,-57.5849884,-37.9904031,"Alberti & Teodoro Bronzini, Mar del Plata, Provincia de Buenos Aires, Argentina"
371,573,,4,Mar del Plata,-57.6061343,-37.9868589,"Alberti & Bordabehere,  Mar del Plata, Provincia de Buenos Aires, Argentina"
372,573,,10,Mar del Plata,-57.5955129,-37.9895302,"Alvarado & Tres Arroyos, Mar del Plata, Provincia de Buenos Aires, Argentina"
373,573,,127,Mar del Plata,-57.5995298,-37.9875027,"Alvarado & Estado de Israel, Mar del Plata, Provincia de Buenos Aires, Argentina"
374,573,,16,Mar del Plata,-57.6035806,-37.9854445,"Avenida Doctor Arturo Alió & Alvarado, Mar del Plata, Provincia de Buenos Aires, Argentina"
375,573,,475,Mar del Plata,-57.6061479,-37.9885865,"Avenida Doctor Arturo Alió & Rodríguez Peña,, Mar del Plata, Provincia de Buenos Aires, Argentina"
376,573,,321,Mar del Plata,-57.6123229,-37.99449,"Avenida Carlos Gardel & Magallanes, Mar del Plata, Provincia de Buenos Aires, Argentina"
377,573,,227,Mar del Plata,-57.6204576,-38.00129,"Avenida Carlos Gardel & Rosales, Mar del Plata, Provincia de Buenos Aires, Argentina"
378,573,,229,Mar del Plata,-57.6307827,-37.9947965,"Tripulantes del Fournier & Calle 236, Mar del Plata, Provincia de Buenos Aires, Argentina"
379,715,,615,Mar del Plata,-57.707738,-38.007299,"Av. Centenario Esq. Calle, 132, Julián Ríos 3991, Batán, Mar del Plata, Provincia de Buenos Aires, Argentina"
380,715,,573,Mar del Plata,-57.6914886,-38.0065737,"Ruta Provincial 88 y Acceso a Chapadmalall, Mar del Plata, Provincia de Buenos Aires, Argentina"
381,715,,609,Mar del Plata,-57.6779727,-38.0059122,"Barrio Colinalegre, Mar del Plata, Provincia de Buenos Aires, Argentina"
382,715,,572,Mar del Plata,-57.6700309,-38.0071151,"Ruta Provincial 88, Mar del Plata, Provincia de Buenos Aires, Argentina"
383,715,,226,Mar del Plata,-57.6138226,-38.0089183,"Avenida Presidente Perón & Soler, Mar del Plata, Provincia de Buenos Aires, Argentina"
384,715,,116,Mar del Plata,-57.6004918,-38.002141,"Ruta Provincial 88 & 12 de Octubre, Mar del Plata, Provincia de Buenos Aires, Argentina"
385,715,,122,Mar del Plata,-57.5979268,-37.9993052,"Avenida Centenario, Mar del Plata, Provincia de Buenos Aires, Argentina"
386,715,,44,Mar del Plata,-57.5923995,-38.0029781,"Avenida Juan B. Justo & Reforma Universitaria, Mar del Plata, Provincia de Buenos Aires, Argentina"
387,715,,145,Mar del Plata,-57.5871294,-38.0069555,"Avenida Juan B. Justo & Avenida Juan Héctor Jara, Mar del Plata, Provincia de Buenos Aires, Argentina"
388,715,,144,Mar del Plata,-57.5800793,-38.0123217,"Avenida Juan B. Justo & San Juan, Mar del Plata, Provincia de Buenos Aires, Argentina"
389,715,,45,Mar del Plata,-57.5767165,-38.0148128,"Avenida Juan B. Justo & Américo Raúl Canosa, Mar del Plata, Provincia de Buenos Aires, Argentina"
390,715,,46,Mar del Plata,-57.5739063,-38.0169489,"Avenida Juan B. Justo & España, Mar del Plata, Provincia de Buenos Aires, Argentina"
391,715,,702,Mar del Plata,-57.5711611,-38.0188999,"Avenida Juan B. Justo & Avenida Independencia, Mar del Plata, Provincia de Buenos Aires, Argentina"
392,715,,67,Mar del Plata,-57.5690794,-38.0163618,"Avenida Independencia & Avenida Juan José Paso, Mar del Plata, Provincia de Buenos Aires, Argentina"
393,715,,479,Mar del Plata,-57.5665124,-38.0131404,"Avenida Independencia & Matheu, Mar del Plata, Provincia de Buenos Aires, Argentina"
394,715,,476,Mar del Plata,-57.5639469,-38.0099586,"Avenida Independencia & Rodríguez Peña, Mar del Plata, Provincia de Buenos Aires, Argentina"
395,715,,477,Mar del Plata,-57.5613468,-38.0067858,"Avenida Independencia & Alvarado, Mar del Plata, Provincia de Buenos Aires, Argentina"
396,715,,478,Mar del Plata,-57.5588173,-38.0036344,"Avenida Independencia & Alberti, Mar del Plata, Provincia de Buenos Aires, Argentina"
397,715,,700,Mar del Plata,-57.5562156,-38.0003923,"Avenida Colon y Avenida Independencia, Mar del Plata, Provincia de Buenos Aires, Argentina"
398,715,,581,Mar del Plata,-57.5542638,-37.9979617,"Avenida Independencia & Belgrano, Mar del Plata, Provincia de Buenos Aires, Argentina"
399,715,,596,Mar del Plata,-57.5522649,-37.9955452,"Avenida Independencia & Avenida Pedro Luro, Mar del Plata, Provincia de Buenos Aires, Argentina"
400,715,,56,Mar del Plata,-57.5512087,-37.9960776,"Avenida Pedro Luro & Catamarca, Mar del Plata, Provincia de Buenos Aires, Argentina"
401,715,,57,Mar del Plata,-57.5491867,-37.9970932,"Avenida Pedro Luro & Hipólito Yrigoyen, Mar del Plata, Provincia de Buenos Aires, Argentina"
402,715,,85,Mar del Plata,-57.5470348,-37.9978925,"Diagonal Alberdi Sur & San Luis, Mar del Plata, Provincia de Buenos Aires, Argentina"
403,715,,436,Mar del Plata,-57.5462189,-37.9986082,"Avenida Pedro Luro & Córdoba, Mar del Plata, Provincia de Buenos Aires, Argentina"
404,715,,705,Mar del Plata,-57.5415961,-38.0009489,"Avenida Pedro Luro & Buenos Aires, Mar del Plata, Provincia de Buenos Aires, Argentina"
405,715,,80,Mar del Plata,-57.5431804,-38.0035742,"Buenos Aires 1900, Mar del Plata, Provincia de Buenos Aires, Argentina"
406,715,,571,Mar del Plata,-57.5477932,-38.0092309,"Alberti & Buenos Aires, Mar del Plata, Provincia de Buenos Aires, Argentina"
407,715,,457,Mar del Plata,-57.5450599,-38.0128302,"Garay & Las Heras, Mar del Plata, Provincia de Buenos Aires, Argentina"
408,717,,246,Mar del Plata,-57.6365989,-37.9541287,"Avenida Pedro Luro & Tarantino, Mar del Plata, Provincia de Buenos Aires, Argentina"
409,717,,304,Mar del Plata,-57.6266578,-37.9579504,"Avenida Pedro Luro & Carrillo, Mar del Plata, Provincia de Buenos Aires, Argentina"
410,717,,531,Mar del Plata,-57.6215874,-37.9602937,"Avenida Pedro Luro & Ciudad de Rosario, Mar del Plata, Provincia de Buenos Aires, Argentina"
411,717,,329,Mar del Plata,-57.6145542,-37.9641034,"Avenida Pedro Luro & Portugal, Mar del Plata, Provincia de Buenos Aires, Argentina"
412,717,,532,Mar del Plata,-57.6104459,-37.9659557,"Avenida Pedro Luro & Leguizamón Onésimo, Mar del Plata, Provincia de Buenos Aires, Argentina"
413,717,,305,Mar del Plata,-57.6054788,-37.9685081,"Avenida Pedro Luro & Pigüé, Mar del Plata, Provincia de Buenos Aires, Argentina"
414,717,,159,Mar del Plata,-57.5996104,-37.9716862,"Avenida Pedro Luro & José María Calaza, Mar del Plata, Provincia de Buenos Aires, Argentina"
415,717,,54,Mar del Plata,-57.5943871,-37.9741178,"Avenida Pedro Luro & Avenida Doctor Arturo Alió, Mar del Plata, Provincia de Buenos Aires, Argentina"
416,717,,328,Mar del Plata,-57.5914817,-37.9758084,"Avenida Pedro Luro & Remedios de Escalada, Mar del Plata, Provincia de Buenos Aires, Argentina"
417,717,,344,Mar del Plata,-57.590468,-37.9763188,"Avenida Pedro Luro & Estado de Israel, Mar del Plata, Provincia de Buenos Aires, Argentina"
418,717,,60,Mar del Plata,-57.5863716,-37.9781823,"Avenida Pedro Luro & Tres Arroyos, Mar del Plata, Provincia de Buenos Aires, Argentina"
419,717,,706,Mar del Plata,-57.5822796,-37.9804268,"Champagnat 1564, Mar del Plata, Provincia de Buenos Aires, Argentina"
420,717,,55,Mar del Plata,-57.5784575,-37.9822802,"Avenida Pedro Luro & Teodoro Bronzini, Mar del Plata, Provincia de Buenos Aires, Argentina"
421,717,,809,Mar del Plata,-57.5754804,-37.9838062,"Avenida Pedro Luro & México, Mar del Plata, Provincia de Buenos Aires, Argentina"
422,717,,707,Mar del Plata,-57.5705099,-37.9863535,"Avenida Pedro Luro & Avenida Juan Héctor Jara, Mar del Plata, Provincia de Buenos Aires, Argentina"
423,717,,58,Mar del Plata,-57.5663445,-37.9884359,"Avenida Pedro Luro & Italia, Mar del Plata, Provincia de Buenos Aires, Argentina"
424,717,,50,Mar del Plata,-57.5623817,-37.9904422,"Avenida Pedro Luro & San Juan, Mar del Plata, Provincia de Buenos Aires, Argentina"
425,717,,11,Mar del Plata,-57.5573939,-37.9929584,"Avenida Pedro Luro & 14 de Julio, Mar del Plata, Provincia de Buenos Aires, Argentina"
426,717,,445,Mar del Plata,-57.55569,-37.9926,"25 de Mayo 3600, Mar del Plata, Provincia de Buenos Aires, Argentina"
427,717,,437,Mar del Plata,-57.5475205,-37.9967517,"25 de Mayo 2800, Mar del Plata, Provincia de Buenos Aires, Argentina"
428,717,,56,Mar del Plata,-57.5512087,-37.9960776,"Avenida Pedro Luro & Catamarca, Mar del Plata, Provincia de Buenos Aires, Argentina"
429,717,,57,Mar del Plata,-57.5491867,-37.9970932,"Avenida Pedro Luro & Hipólito Yrigoyen, Mar del Plata, Provincia de Buenos Aires, Argentina"
430,717,,438,Mar del Plata,-57.5424627,-37.9991601,"Diagonal Alberdi Sur & Corrientes, Mar del Plata, Provincia de Buenos Aires, Argentina"
431,717,,705,Mar del Plata,-57.5415961,-38.0009489,"Avenida Pedro Luro & Buenos Aires, Mar del Plata, Provincia de Buenos Aires, Argentina"
432,717,,80,Mar del Plata,-57.5431804,-38.0035742,"Buenos Aires 1900, Mar del Plata, Provincia de Buenos Aires, Argentina"
433,717,,108,Mar del Plata,-57.5423229,-38.0058564,"Avenida Patricio Peralta Ramos & Arenales, Mar del Plata, Provincia de Buenos Aires, Argentina"
434,717,,203,Mar del Plata,-57.5401737,-38.0084995,"Avenida Colon y Sarmiento, Mar del Plata, Provincia de Buenos Aires, Argentina"
435,717,,456,Mar del Plata,-57.5427843,-38.0117488,"Alberti & Sarmiento, Mar del Plata, Provincia de Buenos Aires, Argentina"
436,720,,615,Mar del Plata,-57.707738,-38.007299,"Av. Centenario Esq. Calle, 132, Julián Ríos 3991, Batán, Mar del Plata, Provincia de Buenos Aires, Argentina"
437,720,,573,Mar del Plata,-57.6914886,-38.0065737,"Ruta Provincial 88 y Acceso a Chapadmalall, Mar del Plata, Provincia de Buenos Aires, Argentina"
438,720,,609,Mar del Plata,-57.6779727,-38.0059122,"Barrio Colinalegre, Mar del Plata, Provincia de Buenos Aires, Argentina"
439,720,,572,Mar del Plata,-57.6700309,-38.0071151,"Ruta Provincial 88, Mar del Plata, Provincia de Buenos Aires, Argentina"
